,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
78937,10,CASH_OUT,135815.02,C1596366785,0.0,0.0,C1503564348,3285027.5,3420842.52,0.0,0.0
145483,11,CASH_OUT,36023.66,C619895088,0.0,0.0,C859228237,358044.8,394068.46,0.0,0.0
154473,12,CASH_OUT,170884.2,C1443115919,0.0,0.0,C648604330,1643001.6,2667581.08,0.0,0.0
69386,9,CASH_OUT,116615.14,C1791819241,98598.0,0.0,C1829496747,446892.21,701087.94,0.0,0.0
72641,9,CASH_OUT,240333.81,C1259948648,0.0,0.0,C1825174365,8036379.26,9037713.25,0.0,0.0
85472,10,CASH_OUT,520406.52,C1221783712,80065.0,0.0,C871187751,1022352.18,1929064.93,0.0,0.0
89354,10,CASH_OUT,185221.75,C860248770,0.0,0.0,C1219369531,9019324.84,9204546.58,0.0,0.0
160678,12,CASH_OUT,470513.46,C2055482166,79376.66,0.0,C651049041,1473505.81,1843968.65,0.0,0.0
170079,12,CASH_OUT,134069.97,C972644927,16377.0,0.0,C2011904058,8320.55,142390.51,0.0,0.0
126294,11,CASH_OUT,152875.24,C1929038037,0.0,0.0,C1846690874,621365.27,774240.51,0.0,0.0
12180,7,CASH_OUT,164.0,C1173659886,164.0,0.0,C1769947269,4068.0,0.0,1.0,0.0
36027,9,CASH_OUT,556218.01,C589143360,556218.01,0.0,C1992550266,0.0,582265.81,1.0,0.0
29474,8,DEBIT,712.23,C512412753,12371.23,11659.0,C883252426,9347.0,10059.23,0.0,0.0
148040,12,DEBIT,41609.49,C1429686907,956014.0,914404.51,C1788961047,1548795.51,2725774.35,0.0,0.0
15191,8,DEBIT,2132.37,C1609347973,13757.0,11624.63,C1487669283,2117401.43,2349962.91,0.0,0.0
180106,12,DEBIT,48034.7,C1753599086,178.0,0.0,C1968101532,2008383.59,2056418.29,0.0,0.0
49592,9,DEBIT,9347.54,C795473988,88.0,0.0,C27609902,71874.0,198911.85,0.0,0.0
154852,12,DEBIT,47560.79,C636461124,353535.0,305974.21,C1090288348,558177.29,605738.08,0.0,0.0
27175,8,DEBIT,466.76,C731484946,102.0,0.0,C1361396394,161270.71,10408504.67,0.0,0.0
118444,11,DEBIT,2649.43,C1491395198,150002.0,147352.57,C875761527,2393885.81,2942871.83,0.0,0.0
42088,9,DEBIT,3371.46,C58601066,21139.0,17767.54,C1982568814,732747.24,736118.71,0.0,0.0
146449,12,DEBIT,47223.22,C509597294,53576.0,6352.78,C1332208078,55915.12,103138.35,0.0,0.0
54148,9,DEBIT,9362.51,C1840174335,11389.0,2026.49,C2129901484,1039170.38,1972456.12,0.0,0.0
1019,1,DEBIT,1683.95,C745627268,16741.0,15057.05,C1686100174,11346.62,9837.06,0.0,0.0
141821,11,DEBIT,4.62,C2106361907,154395.0,154390.38,C698588679,6897662.41,6619107.36,0.0,0.0
34658,8,DEBIT,3145.4,C884263017,40331.0,37185.6,C1674644027,19620.0,22765.4,0.0,0.0
122142,11,DEBIT,1262.18,C1656581302,14760.0,13497.82,C1673886686,158412.39,159674.57,0.0,0.0
54804,9,DEBIT,8488.84,C1022602122,10908.0,2419.16,C1390913202,287509.03,1097334.14,0.0,0.0
3185,2,DEBIT,4674.03,C1152554134,11556.0,6881.97,C1261031890,18641.45,23315.48,0.0,0.0
12755,7,DEBIT,1458.81,C1025652280,0.0,0.0,C943166837,30613.0,0.0,0.0,0.0
18773,8,DEBIT,4257.73,C823669238,14875.0,10617.27,C9916873,716508.42,790472.9,0.0,0.0
80846,10,DEBIT,1576.63,C2004973978,370.0,0.0,C1976556054,1052441.65,1054018.28,0.0,0.0
2226,1,DEBIT,1939.39,C96453207,1029.0,0.0,C1335050193,351593.17,353532.56,0.0,0.0
89157,10,DEBIT,2596.55,C1621956304,222763.35,220166.8,C1860513229,778801.32,781397.87,0.0,0.0
1071,1,DEBIT,6606.47,C108982313,1862.0,0.0,C1870252780,18868.96,46462.23,0.0,0.0
104000,10,DEBIT,385.88,C387385473,36616.0,36230.12,C894166324,771192.04,519290.81,0.0,0.0
67447,9,DEBIT,3432.28,C1950065579,170814.33,167382.05,C109599906,1286290.53,1317430.18,0.0,0.0
129902,11,DEBIT,6360.21,C1042069153,239.0,0.0,C360382401,850823.67,885014.2,0.0,0.0
119315,11,DEBIT,3431.25,C1328304736,55718.0,52286.75,C604555852,3344283.81,3347715.07,0.0,0.0
129378,11,DEBIT,1323.15,C1505052935,1169067.12,1167743.97,C618865784,821160.56,717981.96,0.0,0.0
134068,11,DEBIT,5388.5,C924445171,9086.0,3697.5,C2024102912,134881.52,515118.64,0.0,0.0
24090,8,DEBIT,3931.77,C1768604637,0.0,0.0,C175291188,16986.1,20917.86,0.0,0.0
63946,9,DEBIT,705.51,C1106834613,0.0,0.0,C1054868486,144667.9,145373.41,0.0,0.0
164005,12,DEBIT,61604.68,C331225365,15039.0,0.0,C1049312121,159135.8,220740.48,0.0,0.0
115962,11,DEBIT,2719.22,C1244057682,90.0,0.0,C615098252,252242.19,254961.41,0.0,0.0
161493,12,DEBIT,95873.53,C368945449,12252.0,0.0,C1764760275,521988.14,1577431.28,0.0,0.0
52288,9,DEBIT,850.73,C1577231732,0.0,0.0,C952929473,14907.0,0.0,0.0,0.0
103471,10,DEBIT,6164.0,C1443554303,80585.0,74421.0,C1953444943,1402649.99,1454819.32,0.0,0.0
131302,11,DEBIT,1767.84,C73375558,45456.2,43688.36,C2133567819,835090.02,1012535.26,0.0,0.0
168252,12,DEBIT,7142.11,C1682038487,0.0,0.0,C217255342,15625.0,197393.7,0.0,0.0
75036,10,DEBIT,3187.11,C1360986011,692.0,0.0,C1899073220,8836944.88,8998240.14,0.0,0.0
94892,10,DEBIT,765.07,C8628847,10305.0,9539.93,C275261157,10640.0,0.0,0.0,0.0
57795,9,DEBIT,11464.15,C1227647431,100695.72,89231.57,C1922859107,1460072.19,653441.74,0.0,0.0
16083,8,PAYMENT,35103.74,C876010114,43341.53,8237.79,M1846768700,0.0,0.0,0.0,0.0
127063,11,PAYMENT,17933.06,C1407753590,0.0,0.0,M1248787645,0.0,0.0,0.0,0.0
63026,9,PAYMENT,14613.02,C1455982424,63595.0,48981.98,M1405635715,0.0,0.0,0.0,0.0
10668,7,PAYMENT,1286.39,C1304151333,200917.0,199630.61,M1318413695,0.0,0.0,0.0,0.0
39854,9,PAYMENT,9579.27,C308839993,52688.0,43108.73,M1337051889,0.0,0.0,0.0,0.0
63534,9,PAYMENT,296.19,C1139157200,3013.0,2716.81,M655946753,0.0,0.0,0.0,0.0
160363,12,PAYMENT,10775.35,C219975232,0.0,0.0,M766145177,0.0,0.0,0.0,0.0
131540,11,PAYMENT,323.06,C172122214,0.0,0.0,M1786979940,0.0,0.0,0.0,0.0
319,1,PAYMENT,9014.95,C1027319653,0.0,0.0,M633079302,0.0,0.0,0.0,0.0
59907,9,PAYMENT,10641.25,C1363155327,18325.1,7683.85,M331058444,0.0,0.0,0.0,0.0
103062,10,PAYMENT,7893.71,C1408236122,157414.0,149520.29,M62863562,0.0,0.0,0.0,0.0
176032,12,PAYMENT,18227.1,C188979466,103376.0,85148.9,M1706095117,0.0,0.0,0.0,0.0
40683,9,PAYMENT,4346.37,C801057609,0.0,0.0,M2137076245,0.0,0.0,0.0,0.0
148940,12,PAYMENT,1303.13,C1495352494,0.0,0.0,M1080074052,0.0,0.0,0.0,0.0
159023,12,PAYMENT,11443.55,C2048824308,15415.0,3971.45,M982331162,0.0,0.0,0.0,0.0
79124,10,PAYMENT,12647.16,C1728564898,0.0,0.0,M1185550858,0.0,0.0,0.0,0.0
71080,9,PAYMENT,12233.07,C347602564,0.0,0.0,M673222437,0.0,0.0,0.0,0.0
8989,7,PAYMENT,10521.67,C794413935,31266.85,20745.18,M1623964247,0.0,0.0,0.0,0.0
32114,8,PAYMENT,5685.17,C1873687964,29893.25,24208.07,M1362343584,0.0,0.0,0.0,0.0
31754,8,PAYMENT,9294.31,C172103677,1591539.55,1582245.24,M1247937540,0.0,0.0,0.0,0.0
44568,9,PAYMENT,20594.02,C1242908626,27407.0,6812.98,M287487116,0.0,0.0,0.0,0.0
64103,9,PAYMENT,36995.86,C598890318,4778.01,0.0,M2099658856,0.0,0.0,0.0,0.0
133728,11,PAYMENT,6487.49,C1341908252,0.0,0.0,M562114894,0.0,0.0,0.0,0.0
97005,10,PAYMENT,9256.28,C2138039237,142332.0,133075.72,M1166301816,0.0,0.0,0.0,0.0
14723,8,PAYMENT,19029.21,C900849462,227917.12,208887.91,M1547756440,0.0,0.0,0.0,0.0
53968,9,PAYMENT,9395.39,C2127391645,495359.75,485964.37,M1961560358,0.0,0.0,0.0,0.0
167078,12,PAYMENT,10453.84,C1694293747,50219.0,39765.16,M536679747,0.0,0.0,0.0,0.0
39871,9,PAYMENT,10343.49,C1011978939,0.0,0.0,M1419001165,0.0,0.0,0.0,0.0
9447,7,PAYMENT,8095.81,C507268114,275894.14,267798.33,M2056140241,0.0,0.0,0.0,0.0
91271,10,PAYMENT,25230.56,C336288264,141147.47,115916.91,M1502996728,0.0,0.0,0.0,0.0
159382,12,PAYMENT,1691.45,C1884364586,2638.06,946.61,M801738325,0.0,0.0,0.0,0.0
177300,12,PAYMENT,12228.39,C1301193106,0.0,0.0,M492739697,0.0,0.0,0.0,0.0
141163,11,PAYMENT,15116.27,C1416175266,3385.0,0.0,M1608417330,0.0,0.0,0.0,0.0
60174,9,PAYMENT,5326.59,C2031486721,103703.0,98376.41,M2125657150,0.0,0.0,0.0,0.0
9350,7,PAYMENT,15109.46,C1501852719,41033.0,25923.54,M1453763291,0.0,0.0,0.0,0.0
187399,13,PAYMENT,47093.22,C1619893926,52.0,0.0,M781212334,0.0,0.0,0.0,0.0
191357,13,PAYMENT,15819.18,C27431536,13027.0,0.0,M820717660,0.0,0.0,0.0,0.0
158567,12,PAYMENT,24413.81,C200952856,0.0,0.0,M1546519931,0.0,0.0,0.0,0.0
15518,8,PAYMENT,7227.64,C612288844,0.0,0.0,M163766295,0.0,0.0,0.0,0.0
27441,8,PAYMENT,7377.36,C239180198,70811.0,63433.64,M1770814503,0.0,0.0,0.0,0.0
5655,6,PAYMENT,8325.8,C743901415,55592.0,47266.2,M1341785997,0.0,0.0,0.0,0.0
86143,10,PAYMENT,16565.38,C2115962083,405560.33,388994.95,M469275435,0.0,0.0,0.0,0.0
168582,12,PAYMENT,4298.98,C845898041,0.0,0.0,M1513788713,0.0,0.0,0.0,0.0
79487,10,PAYMENT,40324.82,C1756431328,0.0,0.0,M853343964,0.0,0.0,0.0,0.0
62496,9,PAYMENT,21561.27,C495420769,205348.1,183786.83,M527204012,0.0,0.0,0.0,0.0
56670,9,PAYMENT,14279.25,C1231207224,0.0,0.0,M627138557,0.0,0.0,0.0,0.0
43943,9,PAYMENT,3578.5,C2077469339,10404.0,6825.5,M463033461,0.0,0.0,0.0,0.0
182104,12,PAYMENT,2104.36,C1798443920,104000.0,101895.64,M686017801,0.0,0.0,0.0,0.0
149703,12,PAYMENT,8926.22,C1242693991,21064.0,12137.78,M1263774278,0.0,0.0,0.0,0.0
133645,11,PAYMENT,8529.34,C1063961907,10901.0,2371.66,M1789969482,0.0,0.0,0.0,0.0
188453,13,PAYMENT,2825.42,C1379440802,352700.38,349874.96,M1800547119,0.0,0.0,0.0,0.0
7172,7,PAYMENT,11933.67,C583852441,183330.44,171396.76,M347386462,0.0,0.0,0.0,0.0
98589,10,PAYMENT,925.9,C1707138116,92443.54,91517.65,M827944380,0.0,0.0,0.0,0.0
174998,12,PAYMENT,36859.68,C1681371832,0.0,0.0,M1360574356,0.0,0.0,0.0,0.0
191771,13,PAYMENT,5849.64,C355861396,0.0,0.0,M1407574251,0.0,0.0,0.0,0.0
149584,12,PAYMENT,12332.4,C1341031653,0.0,0.0,M253932197,0.0,0.0,0.0,0.0
63827,9,PAYMENT,1908.9,C907428311,9060.84,7151.95,M301535096,0.0,0.0,0.0,0.0
18674,8,PAYMENT,6822.53,C1195042071,130779.0,123956.47,M1434934951,0.0,0.0,0.0,0.0
18118,8,PAYMENT,7276.25,C1324408644,240666.41,233390.15,M744006350,0.0,0.0,0.0,0.0
137480,11,PAYMENT,10692.24,C1456363909,0.0,0.0,M861450350,0.0,0.0,0.0,0.0
111026,11,PAYMENT,22106.67,C741290829,1553.0,0.0,M340589081,0.0,0.0,0.0,0.0
3389,2,PAYMENT,11493.01,C886510498,0.0,0.0,M917156101,0.0,0.0,0.0,0.0
7421,7,PAYMENT,2674.73,C125173444,0.0,0.0,M209524543,0.0,0.0,0.0,0.0
111997,11,PAYMENT,5226.09,C630318969,0.0,0.0,M1783566258,0.0,0.0,0.0,0.0
63486,9,PAYMENT,1463.06,C2098648664,0.0,0.0,M795742644,0.0,0.0,0.0,0.0
3823,3,PAYMENT,1651.39,C2066066225,400.0,0.0,M536994956,0.0,0.0,0.0,0.0
127140,11,PAYMENT,3454.82,C244848370,523.62,0.0,M988969943,0.0,0.0,0.0,0.0
174168,12,PAYMENT,28088.75,C1208089678,0.0,0.0,M837521026,0.0,0.0,0.0,0.0
66958,9,PAYMENT,11201.32,C1444138205,0.0,0.0,M755856396,0.0,0.0,0.0,0.0
51599,9,PAYMENT,898.99,C1148694890,0.0,0.0,M1557510649,0.0,0.0,0.0,0.0
7336,7,PAYMENT,10958.77,C1753868052,11430.0,471.23,M1304803463,0.0,0.0,0.0,0.0
173928,12,PAYMENT,7607.23,C1716590220,0.0,0.0,M1144459812,0.0,0.0,0.0,0.0
3069,2,PAYMENT,5966.29,C1493104631,19912.0,13945.71,M836614448,0.0,0.0,0.0,0.0
48744,9,PAYMENT,21163.94,C224815115,1034.49,0.0,M683531377,0.0,0.0,0.0,0.0
26305,8,PAYMENT,12299.79,C1985044091,95641.36,83341.56,M1836418893,0.0,0.0,0.0,0.0
38188,9,PAYMENT,1305.64,C1791648047,77351.69,76046.05,M653339644,0.0,0.0,0.0,0.0
174432,12,PAYMENT,7194.69,C37446317,607.0,0.0,M1679355226,0.0,0.0,0.0,0.0
123766,11,PAYMENT,48111.92,C680778472,238.0,0.0,M113287127,0.0,0.0,0.0,0.0
18722,8,PAYMENT,1818.03,C1738954797,10624.0,8805.97,M585246056,0.0,0.0,0.0,0.0
80347,10,PAYMENT,9823.78,C1465707259,49751.0,39927.22,M1292967690,0.0,0.0,0.0,0.0
18640,8,PAYMENT,4159.4,C646459488,4059.0,0.0,M795479964,0.0,0.0,0.0,0.0
146021,12,PAYMENT,6251.38,C33548891,30312.0,24060.62,M1769282040,0.0,0.0,0.0,0.0
145584,11,PAYMENT,17992.9,C484798858,41068.0,23075.1,M1087678807,0.0,0.0,0.0,0.0
186803,13,PAYMENT,23242.1,C505383880,488967.0,465724.9,M1075884232,0.0,0.0,0.0,0.0
79296,10,PAYMENT,7993.41,C439372687,30876.0,22882.59,M1036131579,0.0,0.0,0.0,0.0
51002,9,PAYMENT,7751.72,C940563630,222379.83,214628.11,M856991733,0.0,0.0,0.0,0.0
118454,11,PAYMENT,12915.38,C708461595,567418.98,554503.6,M1268646431,0.0,0.0,0.0,0.0
53375,9,PAYMENT,5608.02,C1402694247,35045.0,29436.98,M1827473437,0.0,0.0,0.0,0.0
146334,12,PAYMENT,19821.43,C1600570800,16034.36,0.0,M1045800148,0.0,0.0,0.0,0.0
73378,10,PAYMENT,672.53,C1569753234,632202.69,631530.16,M100534725,0.0,0.0,0.0,0.0
50485,9,PAYMENT,10910.53,C1604292229,116556.0,105645.47,M433093567,0.0,0.0,0.0,0.0
78050,10,PAYMENT,8487.68,C1184988433,0.0,0.0,M1234336827,0.0,0.0,0.0,0.0
95629,10,PAYMENT,5482.51,C446361549,26997.2,21514.68,M380287699,0.0,0.0,0.0,0.0
37762,9,PAYMENT,6178.47,C888417280,11671.73,5493.26,M115995199,0.0,0.0,0.0,0.0
179921,12,PAYMENT,16961.73,C1676332228,1761.0,0.0,M623144271,0.0,0.0,0.0,0.0
4360,4,PAYMENT,709.56,C1348045338,31400.0,30690.44,M350099713,0.0,0.0,0.0,0.0
169954,12,PAYMENT,3041.67,C1270724831,0.0,0.0,M1396370172,0.0,0.0,0.0,0.0
32455,8,PAYMENT,3444.79,C455791598,742.0,0.0,M1913725070,0.0,0.0,0.0,0.0
177574,12,PAYMENT,20658.41,C511477229,186961.45,166303.03,M403435242,0.0,0.0,0.0,0.0
156703,12,PAYMENT,15573.7,C1480238214,0.0,0.0,M637938264,0.0,0.0,0.0,0.0
108783,11,PAYMENT,12873.49,C1463270171,0.0,0.0,M1255617745,0.0,0.0,0.0,0.0
27195,8,PAYMENT,1411.11,C109160552,106121.11,104710.0,M2021568132,0.0,0.0,0.0,0.0
96256,10,PAYMENT,9369.32,C954328060,15458.0,6088.68,M42661248,0.0,0.0,0.0,0.0
135563,11,PAYMENT,3830.57,C535715967,772433.56,768602.99,M1809385801,0.0,0.0,0.0,0.0
59985,9,PAYMENT,12371.19,C1544373915,30.0,0.0,M32124304,0.0,0.0,0.0,0.0
5234,5,PAYMENT,7006.43,C1141393171,53521.71,46515.29,M1837858473,0.0,0.0,0.0,0.0
35262,9,PAYMENT,3116.39,C1856686505,727000.34,723883.95,M1117509179,0.0,0.0,0.0,0.0
5195,5,PAYMENT,977.36,C2030458069,40086.0,39108.64,M1603493193,0.0,0.0,0.0,0.0
116740,11,PAYMENT,23862.85,C1037819160,109803.0,85940.15,M1795892741,0.0,0.0,0.0,0.0
191780,13,PAYMENT,3856.33,C1262982307,0.0,0.0,M1807338571,0.0,0.0,0.0,0.0
97854,10,PAYMENT,11886.21,C1017941307,0.0,0.0,M1267389627,0.0,0.0,0.0,0.0
80386,10,PAYMENT,19578.37,C1152766911,0.0,0.0,M922709942,0.0,0.0,0.0,0.0
151742,12,PAYMENT,23829.81,C973164245,766.0,0.0,M2086646143,0.0,0.0,0.0,0.0
64881,9,PAYMENT,3120.49,C1055294412,1316168.19,1313047.69,M898184544,0.0,0.0,0.0,0.0
44738,9,PAYMENT,10453.93,C628463592,50478.0,40024.07,M1103605012,0.0,0.0,0.0,0.0
48480,9,PAYMENT,2654.34,C1372998208,94240.0,91585.66,M2089843417,0.0,0.0,0.0,0.0
141399,11,PAYMENT,16426.66,C1485652495,101834.0,85407.34,M1387262971,0.0,0.0,0.0,0.0
13720,7,PAYMENT,1317.5,C1965779091,4676.0,3358.5,M2046721719,0.0,0.0,0.0,0.0
187496,13,PAYMENT,1200.61,C255513328,576096.91,574896.3,M1361687832,0.0,0.0,0.0,0.0
65202,9,PAYMENT,17793.76,C1008871743,238071.58,220277.82,M361330474,0.0,0.0,0.0,0.0
18644,8,PAYMENT,2756.01,C263214324,144459.0,141702.99,M962054151,0.0,0.0,0.0,0.0
144970,11,PAYMENT,4095.73,C344405109,20478.0,16382.27,M906850137,0.0,0.0,0.0,0.0
134989,11,PAYMENT,8844.72,C1006053445,20757.72,11913.0,M688010471,0.0,0.0,0.0,0.0
66918,9,PAYMENT,1940.01,C1114838542,1896116.93,1894176.92,M1822535820,0.0,0.0,0.0,0.0
48210,9,PAYMENT,7508.48,C1901793644,96221.52,88713.04,M938770156,0.0,0.0,0.0,0.0
102071,10,PAYMENT,12387.29,C235166460,102958.15,90570.85,M710982928,0.0,0.0,0.0,0.0
144355,11,PAYMENT,7990.57,C410994403,454680.19,446689.62,M636065143,0.0,0.0,0.0,0.0
44827,9,PAYMENT,6219.85,C1191008470,100973.06,94753.21,M1315382000,0.0,0.0,0.0,0.0
30969,8,PAYMENT,1354.96,C126818080,49794.0,48439.04,M545716076,0.0,0.0,0.0,0.0
125414,11,PAYMENT,21208.16,C1313746934,2817793.24,2796585.08,M581941234,0.0,0.0,0.0,0.0
2419,1,PAYMENT,9370.51,C1619369818,0.0,0.0,M498023236,0.0,0.0,0.0,0.0
186356,13,PAYMENT,43305.51,C2020887272,9411.0,0.0,M966130242,0.0,0.0,0.0,0.0
73281,10,PAYMENT,3462.28,C205041943,200517.48,197055.2,M1143308321,0.0,0.0,0.0,0.0
84944,10,PAYMENT,8700.07,C1474634116,0.0,0.0,M1902701837,0.0,0.0,0.0,0.0
151056,12,PAYMENT,12405.22,C591801789,7639.07,0.0,M709364864,0.0,0.0,0.0,0.0
185080,13,PAYMENT,4509.08,C359760946,663937.99,659428.92,M363198339,0.0,0.0,0.0,0.0
108844,11,PAYMENT,7276.79,C1713645816,18745.0,11468.21,M920477071,0.0,0.0,0.0,0.0
111626,11,PAYMENT,5999.43,C176479262,0.0,0.0,M272280564,0.0,0.0,0.0,0.0
6772,6,PAYMENT,22968.75,C1823047135,383.0,0.0,M1292956034,0.0,0.0,0.0,0.0
186833,13,PAYMENT,5156.41,C86409788,0.0,0.0,M1479088336,0.0,0.0,0.0,0.0
119681,11,PAYMENT,9364.51,C703363283,87841.12,78476.61,M317129011,0.0,0.0,0.0,0.0
19754,8,PAYMENT,1707.18,C1629843206,0.0,0.0,M100749298,0.0,0.0,0.0,0.0
141751,11,PAYMENT,789.36,C1678759386,81525.85,80736.49,M327859741,0.0,0.0,0.0,0.0
45948,9,PAYMENT,17797.14,C1652132826,328.0,0.0,M1588387327,0.0,0.0,0.0,0.0
59909,9,PAYMENT,7728.44,C67090688,4343.75,0.0,M1289983902,0.0,0.0,0.0,0.0
5219,5,PAYMENT,17975.9,C437306494,280350.31,262374.4,M222947526,0.0,0.0,0.0,0.0
115071,11,PAYMENT,25805.41,C1220513488,36164.0,10358.59,M816151152,0.0,0.0,0.0,0.0
190580,13,PAYMENT,12454.61,C10354364,0.0,0.0,M1059068937,0.0,0.0,0.0,0.0
63140,9,PAYMENT,17889.16,C1876927625,99861.95,81972.79,M314333310,0.0,0.0,0.0,0.0
25002,8,PAYMENT,802.42,C1440110807,0.0,0.0,M994019246,0.0,0.0,0.0,0.0
111142,11,PAYMENT,3135.45,C1355234070,0.0,0.0,M1053599124,0.0,0.0,0.0,0.0
150822,12,PAYMENT,27658.24,C1018337094,61075.0,33416.76,M1032406405,0.0,0.0,0.0,0.0
160131,12,PAYMENT,1951.22,C1679788049,42237.0,40285.78,M152875794,0.0,0.0,0.0,0.0
132884,11,PAYMENT,2266.05,C1383917373,520.0,0.0,M1695740078,0.0,0.0,0.0,0.0
162023,12,PAYMENT,9354.28,C1770175572,342317.15,332962.87,M65228500,0.0,0.0,0.0,0.0
77315,10,PAYMENT,30777.97,C341155492,104788.0,74010.03,M1556145641,0.0,0.0,0.0,0.0
74420,10,PAYMENT,693.87,C2029947368,227447.8,226753.93,M1062549625,0.0,0.0,0.0,0.0
188075,13,PAYMENT,25283.57,C1745876009,0.0,0.0,M1328856881,0.0,0.0,0.0,0.0
111627,11,PAYMENT,6469.73,C1889260060,0.0,0.0,M1291908263,0.0,0.0,0.0,0.0
10749,7,PAYMENT,1886.9,C1260806119,92559.86,90672.95,M1831961195,0.0,0.0,0.0,0.0
41061,9,PAYMENT,32486.25,C734866924,0.0,0.0,M1628029242,0.0,0.0,0.0,0.0
46500,9,PAYMENT,3387.73,C1850611396,0.0,0.0,M1058306108,0.0,0.0,0.0,0.0
34881,8,PAYMENT,14364.99,C695105664,84046.97,69681.98,M1220573907,0.0,0.0,0.0,0.0
105765,10,PAYMENT,5235.14,C1800728298,0.0,0.0,M1906645234,0.0,0.0,0.0,0.0
139748,11,PAYMENT,14969.33,C1215789238,876746.31,861776.98,M587604666,0.0,0.0,0.0,0.0
806,1,PAYMENT,2469.75,C740007499,43821.12,41351.37,M1971152916,0.0,0.0,0.0,0.0
164504,12,PAYMENT,1431.8,C1677962691,0.0,0.0,M517741539,0.0,0.0,0.0,0.0
123652,11,PAYMENT,31842.06,C89127312,21436.0,0.0,M1615299930,0.0,0.0,0.0,0.0
180462,12,PAYMENT,20804.14,C609096891,90666.18,69862.04,M973559827,0.0,0.0,0.0,0.0
86864,10,PAYMENT,5059.39,C1837725389,0.0,0.0,M1063792287,0.0,0.0,0.0,0.0
110090,11,PAYMENT,24491.38,C605776131,145718.8,121227.42,M702315885,0.0,0.0,0.0,0.0
111945,11,PAYMENT,14322.06,C785126203,0.0,0.0,M1230717203,0.0,0.0,0.0,0.0
6979,6,PAYMENT,36825.83,C88328327,863.0,0.0,M1978943199,0.0,0.0,0.0,0.0
26040,8,PAYMENT,109.25,C1485352989,0.0,0.0,M1523415191,0.0,0.0,0.0,0.0
24789,8,PAYMENT,16520.0,C2093108566,1301067.85,1284547.85,M419497417,0.0,0.0,0.0,0.0
106147,10,PAYMENT,4830.47,C2026129605,0.0,0.0,M2048980209,0.0,0.0,0.0,0.0
180375,12,PAYMENT,24027.21,C1046340364,95198.14,71170.93,M1245487409,0.0,0.0,0.0,0.0
75704,10,PAYMENT,8185.0,C2074090770,0.0,0.0,M1763346752,0.0,0.0,0.0,0.0
91824,10,PAYMENT,12850.39,C1075538703,106296.67,93446.28,M2048708863,0.0,0.0,0.0,0.0
5212,5,PAYMENT,1220.13,C647580778,0.0,0.0,M1020552337,0.0,0.0,0.0,0.0
141128,11,PAYMENT,15928.4,C1002525009,26072.91,10144.5,M341551809,0.0,0.0,0.0,0.0
31454,8,PAYMENT,3941.48,C1278659180,0.0,0.0,M50538573,0.0,0.0,0.0,0.0
116721,11,PAYMENT,23302.77,C1147623727,20848.0,0.0,M334765792,0.0,0.0,0.0,0.0
167050,12,PAYMENT,9531.14,C2040583832,0.0,0.0,M1015629342,0.0,0.0,0.0,0.0
128060,11,PAYMENT,21347.61,C1460015877,97841.65,76494.03,M88747903,0.0,0.0,0.0,0.0
27635,8,PAYMENT,29724.65,C1834511005,0.0,0.0,M1778739098,0.0,0.0,0.0,0.0
48623,9,PAYMENT,16681.51,C1594120106,0.0,0.0,M2106986824,0.0,0.0,0.0,0.0
106647,10,PAYMENT,801.11,C200382369,41892.88,41091.78,M1554276220,0.0,0.0,0.0,0.0
186907,13,PAYMENT,513.07,C911176345,0.0,0.0,M1640568659,0.0,0.0,0.0,0.0
106033,10,PAYMENT,12308.26,C740285576,0.0,0.0,M184434273,0.0,0.0,0.0,0.0
65962,9,PAYMENT,6546.14,C1525222328,994162.0,987615.86,M64122424,0.0,0.0,0.0,0.0
97545,10,PAYMENT,17265.65,C141770746,0.0,0.0,M1958767656,0.0,0.0,0.0,0.0
150680,12,PAYMENT,3852.63,C1244379736,138.0,0.0,M1361409091,0.0,0.0,0.0,0.0
164346,12,PAYMENT,4009.24,C695368176,0.0,0.0,M1357382694,0.0,0.0,0.0,0.0
135510,11,PAYMENT,14328.17,C1032733819,1525015.32,1510687.15,M2951262,0.0,0.0,0.0,0.0
1416,1,PAYMENT,2020.04,C1556061855,9686.26,7666.22,M417875774,0.0,0.0,0.0,0.0
145751,11,PAYMENT,4099.78,C1809589477,7115.0,3015.22,M569840888,0.0,0.0,0.0,0.0
23568,8,PAYMENT,9323.0,C2138318984,2555470.34,2546147.34,M426217276,0.0,0.0,0.0,0.0
85762,10,PAYMENT,21880.23,C2098985869,0.0,0.0,M38658954,0.0,0.0,0.0,0.0
82411,10,PAYMENT,11447.51,C163529880,0.0,0.0,M2136881282,0.0,0.0,0.0,0.0
917,1,PAYMENT,9191.46,C97901029,0.0,0.0,M809383315,0.0,0.0,0.0,0.0
72736,10,PAYMENT,3738.81,C649888416,21490.0,17751.19,M1863022796,0.0,0.0,0.0,0.0
48839,9,PAYMENT,7749.95,C1481542604,15509.0,7759.05,M152579809,0.0,0.0,0.0,0.0
16738,8,PAYMENT,3490.36,C125598509,0.0,0.0,M221793094,0.0,0.0,0.0,0.0
39574,9,PAYMENT,14870.34,C866645550,0.0,0.0,M862629335,0.0,0.0,0.0,0.0
156074,12,PAYMENT,13353.24,C979338930,19888.0,6534.76,M1038677964,0.0,0.0,0.0,0.0
